start_date,end_date,consolidated_power_consumption_value,updated_date,status
2021-01-05 02:30:00+01:00,2021-01-05 03:00:00+01:00,68156,2023-10-23 17:38:58+02:00,FINAL
2021-01-05 02:00:00+01:00,2021-01-05 02:30:00+01:00,69834,2023-10-23 17:38:58+02:00,FINAL
2021-01-05 01:30:00+01:00,2021-01-05 02:00:00+01:00,70232,2023-10-23 17:38:58+02:00,FINAL
2021-01-05 01:00:00+01:00,2021-01-05 01:30:00+01:00,70718,2023-10-23 17:38:58+02:00,FINAL
2021-01-05 00:30:00+01:00,2021-01-05 01:00:00+01:00,70098,2023-10-23 17:38:58+02:00,FINAL
2021-01-05 00:00:00+01:00,2021-01-05 00:30:00+01:00,72424,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 23:30:00+01:00,2021-01-07 00:00:00+01:00,75710,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 23:00:00+01:00,2021-01-06 23:30:00+01:00,75764,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 22:30:00+01:00,2021-01-06 23:00:00+01:00,76622,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 22:00:00+01:00,2021-01-06 22:30:00+01:00,74609,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 21:30:00+01:00,2021-01-06 22:00:00+01:00,74299,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 21:00:00+01:00,2021-01-06 21:30:00+01:00,75911,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 20:30:00+01:00,2021-01-06 21:00:00+01:00,77827,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 20:00:00+01:00,2021-01-06 20:30:00+01:00,80164,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 19:30:00+01:00,2021-01-06 20:00:00+01:00,82810,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 19:00:00+01:00,2021-01-06 19:30:00+01:00,84879,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 18:30:00+01:00,2021-01-06 19:00:00+01:00,85953,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 18:00:00+01:00,2021-01-06 18:30:00+01:00,84537,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 17:30:00+01:00,2021-01-06 18:00:00+01:00,83143,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 17:00:00+01:00,2021-01-06 17:30:00+01:00,80920,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 16:30:00+01:00,2021-01-06 17:00:00+01:00,79062,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 16:00:00+01:00,2021-01-06 16:30:00+01:00,78814,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 15:30:00+01:00,2021-01-06 16:00:00+01:00,79141,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 15:00:00+01:00,2021-01-06 15:30:00+01:00,79808,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 14:30:00+01:00,2021-01-06 15:00:00+01:00,80310,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 14:00:00+01:00,2021-01-06 14:30:00+01:00,81701,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 13:30:00+01:00,2021-01-06 14:00:00+01:00,82657,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 13:00:00+01:00,2021-01-06 13:30:00+01:00,83383,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 12:30:00+01:00,2021-01-06 13:00:00+01:00,85073,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 12:00:00+01:00,2021-01-06 12:30:00+01:00,85078,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 11:30:00+01:00,2021-01-06 12:00:00+01:00,84839,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 11:00:00+01:00,2021-01-06 11:30:00+01:00,84073,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 10:30:00+01:00,2021-01-06 11:00:00+01:00,83630,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 10:00:00+01:00,2021-01-06 10:30:00+01:00,83670,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 09:30:00+01:00,2021-01-06 10:00:00+01:00,83582,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 09:00:00+01:00,2021-01-06 09:30:00+01:00,83484,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 08:30:00+01:00,2021-01-06 09:00:00+01:00,82937,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 08:00:00+01:00,2021-01-06 08:30:00+01:00,82453,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 07:30:00+01:00,2021-01-06 08:00:00+01:00,81248,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 07:00:00+01:00,2021-01-06 07:30:00+01:00,78958,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 06:30:00+01:00,2021-01-06 07:00:00+01:00,76700,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 06:00:00+01:00,2021-01-06 06:30:00+01:00,74205,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 05:30:00+01:00,2021-01-06 06:00:00+01:00,70621,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 05:00:00+01:00,2021-01-06 05:30:00+01:00,69007,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 04:30:00+01:00,2021-01-06 05:00:00+01:00,66883,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 04:00:00+01:00,2021-01-06 04:30:00+01:00,66780,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 03:30:00+01:00,2021-01-06 04:00:00+01:00,66801,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 03:00:00+01:00,2021-01-06 03:30:00+01:00,67884,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 02:30:00+01:00,2021-01-06 03:00:00+01:00,68739,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 02:00:00+01:00,2021-01-06 02:30:00+01:00,70583,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 01:30:00+01:00,2021-01-06 02:00:00+01:00,70844,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 01:00:00+01:00,2021-01-06 01:30:00+01:00,71368,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 00:30:00+01:00,2021-01-06 01:00:00+01:00,70820,2023-10-23 17:38:58+02:00,FINAL
2021-01-06 00:00:00+01:00,2021-01-06 00:30:00+01:00,73096,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 23:30:00+01:00,2021-01-08 00:00:00+01:00,76986,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 23:00:00+01:00,2021-01-07 23:30:00+01:00,77018,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 22:30:00+01:00,2021-01-07 23:00:00+01:00,77808,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 22:00:00+01:00,2021-01-07 22:30:00+01:00,75772,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 21:30:00+01:00,2021-01-07 22:00:00+01:00,75322,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 21:00:00+01:00,2021-01-07 21:30:00+01:00,76925,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 20:30:00+01:00,2021-01-07 21:00:00+01:00,78878,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 20:00:00+01:00,2021-01-07 20:30:00+01:00,81013,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 19:30:00+01:00,2021-01-07 20:00:00+01:00,83705,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 19:00:00+01:00,2021-01-07 19:30:00+01:00,86154,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 18:30:00+01:00,2021-01-07 19:00:00+01:00,86896,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 18:00:00+01:00,2021-01-07 18:30:00+01:00,85000,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 17:30:00+01:00,2021-01-07 18:00:00+01:00,83728,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 17:00:00+01:00,2021-01-07 17:30:00+01:00,80927,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 16:30:00+01:00,2021-01-07 17:00:00+01:00,78566,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 16:00:00+01:00,2021-01-07 16:30:00+01:00,78126,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 15:30:00+01:00,2021-01-07 16:00:00+01:00,78079,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 15:00:00+01:00,2021-01-07 15:30:00+01:00,78557,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 14:30:00+01:00,2021-01-07 15:00:00+01:00,79071,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 14:00:00+01:00,2021-01-07 14:30:00+01:00,80392,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 13:30:00+01:00,2021-01-07 14:00:00+01:00,81295,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 13:00:00+01:00,2021-01-07 13:30:00+01:00,82137,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 12:30:00+01:00,2021-01-07 13:00:00+01:00,83802,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 12:00:00+01:00,2021-01-07 12:30:00+01:00,83977,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 11:30:00+01:00,2021-01-07 12:00:00+01:00,84196,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 11:00:00+01:00,2021-01-07 11:30:00+01:00,84065,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 10:30:00+01:00,2021-01-07 11:00:00+01:00,84376,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 10:00:00+01:00,2021-01-07 10:30:00+01:00,84790,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 09:30:00+01:00,2021-01-07 10:00:00+01:00,85382,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 09:00:00+01:00,2021-01-07 09:30:00+01:00,85605,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 08:30:00+01:00,2021-01-07 09:00:00+01:00,85351,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 08:00:00+01:00,2021-01-07 08:30:00+01:00,85183,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 07:30:00+01:00,2021-01-07 08:00:00+01:00,84061,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 07:00:00+01:00,2021-01-07 07:30:00+01:00,82060,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 06:30:00+01:00,2021-01-07 07:00:00+01:00,78881,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 06:00:00+01:00,2021-01-07 06:30:00+01:00,76157,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 05:30:00+01:00,2021-01-07 06:00:00+01:00,72552,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 05:00:00+01:00,2021-01-07 05:30:00+01:00,70790,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 04:30:00+01:00,2021-01-07 05:00:00+01:00,68710,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 04:00:00+01:00,2021-01-07 04:30:00+01:00,68482,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 03:30:00+01:00,2021-01-07 04:00:00+01:00,68576,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 03:00:00+01:00,2021-01-07 03:30:00+01:00,69409,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 02:30:00+01:00,2021-01-07 03:00:00+01:00,70558,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 02:00:00+01:00,2021-01-07 02:30:00+01:00,72251,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 01:30:00+01:00,2021-01-07 02:00:00+01:00,72482,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 01:00:00+01:00,2021-01-07 01:30:00+01:00,73059,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 00:30:00+01:00,2021-01-07 01:00:00+01:00,72048,2023-10-23 17:38:58+02:00,FINAL
2021-01-07 00:00:00+01:00,2021-01-07 00:30:00+01:00,74264,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 23:30:00+01:00,2021-01-09 00:00:00+01:00,76976,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 23:00:00+01:00,2021-01-08 23:30:00+01:00,77130,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 22:30:00+01:00,2021-01-08 23:00:00+01:00,77807,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 22:00:00+01:00,2021-01-08 22:30:00+01:00,75712,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 21:30:00+01:00,2021-01-08 22:00:00+01:00,75185,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 21:00:00+01:00,2021-01-08 21:30:00+01:00,76632,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 20:30:00+01:00,2021-01-08 21:00:00+01:00,78272,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 20:00:00+01:00,2021-01-08 20:30:00+01:00,80227,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 19:30:00+01:00,2021-01-08 20:00:00+01:00,82631,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 19:00:00+01:00,2021-01-08 19:30:00+01:00,84045,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 18:30:00+01:00,2021-01-08 19:00:00+01:00,84498,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 18:00:00+01:00,2021-01-08 18:30:00+01:00,83325,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 17:30:00+01:00,2021-01-08 18:00:00+01:00,82115,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 17:00:00+01:00,2021-01-08 17:30:00+01:00,79206,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 16:30:00+01:00,2021-01-08 17:00:00+01:00,77060,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 16:00:00+01:00,2021-01-08 16:30:00+01:00,76291,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 15:30:00+01:00,2021-01-08 16:00:00+01:00,76218,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 15:00:00+01:00,2021-01-08 15:30:00+01:00,76634,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 14:30:00+01:00,2021-01-08 15:00:00+01:00,76573,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 14:00:00+01:00,2021-01-08 14:30:00+01:00,77987,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 13:30:00+01:00,2021-01-08 14:00:00+01:00,80510,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 13:00:00+01:00,2021-01-08 13:30:00+01:00,82118,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 12:30:00+01:00,2021-01-08 13:00:00+01:00,83861,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 12:00:00+01:00,2021-01-08 12:30:00+01:00,84082,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 11:30:00+01:00,2021-01-08 12:00:00+01:00,84295,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 11:00:00+01:00,2021-01-08 11:30:00+01:00,84382,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 10:30:00+01:00,2021-01-08 11:00:00+01:00,84728,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 10:00:00+01:00,2021-01-08 10:30:00+01:00,85560,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 09:30:00+01:00,2021-01-08 10:00:00+01:00,86451,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 09:00:00+01:00,2021-01-08 09:30:00+01:00,86837,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 08:30:00+01:00,2021-01-08 09:00:00+01:00,86531,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 08:00:00+01:00,2021-01-08 08:30:00+01:00,86127,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 07:30:00+01:00,2021-01-08 08:00:00+01:00,85061,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 07:00:00+01:00,2021-01-08 07:30:00+01:00,83027,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 06:30:00+01:00,2021-01-08 07:00:00+01:00,80009,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 06:00:00+01:00,2021-01-08 06:30:00+01:00,77663,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 05:30:00+01:00,2021-01-08 06:00:00+01:00,73861,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 05:00:00+01:00,2021-01-08 05:30:00+01:00,72308,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 04:30:00+01:00,2021-01-08 05:00:00+01:00,70113,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 04:00:00+01:00,2021-01-08 04:30:00+01:00,69963,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 03:30:00+01:00,2021-01-08 04:00:00+01:00,69955,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 03:00:00+01:00,2021-01-08 03:30:00+01:00,70882,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 02:30:00+01:00,2021-01-08 03:00:00+01:00,71915,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 02:00:00+01:00,2021-01-08 02:30:00+01:00,73481,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 01:30:00+01:00,2021-01-08 02:00:00+01:00,73853,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 01:00:00+01:00,2021-01-08 01:30:00+01:00,74095,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 00:30:00+01:00,2021-01-08 01:00:00+01:00,73317,2023-10-23 17:38:58+02:00,FINAL
2021-01-08 00:00:00+01:00,2021-01-08 00:30:00+01:00,75624,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 23:30:00+01:00,2021-01-10 00:00:00+01:00,76190,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 23:00:00+01:00,2021-01-09 23:30:00+01:00,76032,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 22:30:00+01:00,2021-01-09 23:00:00+01:00,76760,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 22:00:00+01:00,2021-01-09 22:30:00+01:00,74386,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 21:30:00+01:00,2021-01-09 22:00:00+01:00,73842,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 21:00:00+01:00,2021-01-09 21:30:00+01:00,74902,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 20:30:00+01:00,2021-01-09 21:00:00+01:00,76588,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 20:00:00+01:00,2021-01-09 20:30:00+01:00,78152,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 19:30:00+01:00,2021-01-09 20:00:00+01:00,79895,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 19:00:00+01:00,2021-01-09 19:30:00+01:00,80637,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 18:30:00+01:00,2021-01-09 19:00:00+01:00,80352,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 18:00:00+01:00,2021-01-09 18:30:00+01:00,78983,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 17:30:00+01:00,2021-01-09 18:00:00+01:00,77103,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 17:00:00+01:00,2021-01-09 17:30:00+01:00,74389,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 16:30:00+01:00,2021-01-09 17:00:00+01:00,72276,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 16:00:00+01:00,2021-01-09 16:30:00+01:00,71723,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 15:30:00+01:00,2021-01-09 16:00:00+01:00,71946,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 15:00:00+01:00,2021-01-09 15:30:00+01:00,72447,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 14:30:00+01:00,2021-01-09 15:00:00+01:00,73313,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 14:00:00+01:00,2021-01-09 14:30:00+01:00,74608,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 13:30:00+01:00,2021-01-09 14:00:00+01:00,76394,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 13:00:00+01:00,2021-01-09 13:30:00+01:00,78155,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 12:30:00+01:00,2021-01-09 13:00:00+01:00,80513,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 12:00:00+01:00,2021-01-09 12:30:00+01:00,80650,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 11:30:00+01:00,2021-01-09 12:00:00+01:00,79789,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 11:00:00+01:00,2021-01-09 11:30:00+01:00,79300,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 10:30:00+01:00,2021-01-09 11:00:00+01:00,79192,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 10:00:00+01:00,2021-01-09 10:30:00+01:00,79539,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 09:30:00+01:00,2021-01-09 10:00:00+01:00,79284,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 09:00:00+01:00,2021-01-09 09:30:00+01:00,78242,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 08:30:00+01:00,2021-01-09 09:00:00+01:00,76466,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 08:00:00+01:00,2021-01-09 08:30:00+01:00,75448,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 07:30:00+01:00,2021-01-09 08:00:00+01:00,73718,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 07:00:00+01:00,2021-01-09 07:30:00+01:00,72457,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 06:30:00+01:00,2021-01-09 07:00:00+01:00,71086,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 06:00:00+01:00,2021-01-09 06:30:00+01:00,70272,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 05:30:00+01:00,2021-01-09 06:00:00+01:00,69059,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 05:00:00+01:00,2021-01-09 05:30:00+01:00,68614,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 04:30:00+01:00,2021-01-09 05:00:00+01:00,67786,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 04:00:00+01:00,2021-01-09 04:30:00+01:00,67990,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 03:30:00+01:00,2021-01-09 04:00:00+01:00,68507,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 03:00:00+01:00,2021-01-09 03:30:00+01:00,69514,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 02:30:00+01:00,2021-01-09 03:00:00+01:00,70729,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 02:00:00+01:00,2021-01-09 02:30:00+01:00,72595,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 01:30:00+01:00,2021-01-09 02:00:00+01:00,73258,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 01:00:00+01:00,2021-01-09 01:30:00+01:00,73768,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 00:30:00+01:00,2021-01-09 01:00:00+01:00,73138,2023-10-23 17:38:58+02:00,FINAL
2021-01-09 00:00:00+01:00,2021-01-09 00:30:00+01:00,75605,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 23:30:00+01:00,2021-01-11 00:00:00+01:00,75627,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 23:00:00+01:00,2021-01-10 23:30:00+01:00,75283,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 22:30:00+01:00,2021-01-10 23:00:00+01:00,76167,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 22:00:00+01:00,2021-01-10 22:30:00+01:00,73881,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 21:30:00+01:00,2021-01-10 22:00:00+01:00,73450,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 21:00:00+01:00,2021-01-10 21:30:00+01:00,74741,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 20:30:00+01:00,2021-01-10 21:00:00+01:00,76375,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 20:00:00+01:00,2021-01-10 20:30:00+01:00,77734,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 19:30:00+01:00,2021-01-10 20:00:00+01:00,79410,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 19:00:00+01:00,2021-01-10 19:30:00+01:00,80151,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 18:30:00+01:00,2021-01-10 19:00:00+01:00,79680,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 18:00:00+01:00,2021-01-10 18:30:00+01:00,77667,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 17:30:00+01:00,2021-01-10 18:00:00+01:00,74962,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 17:00:00+01:00,2021-01-10 17:30:00+01:00,71576,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 16:30:00+01:00,2021-01-10 17:00:00+01:00,69214,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 16:00:00+01:00,2021-01-10 16:30:00+01:00,68578,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 15:30:00+01:00,2021-01-10 16:00:00+01:00,68562,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 15:00:00+01:00,2021-01-10 15:30:00+01:00,69223,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 14:30:00+01:00,2021-01-10 15:00:00+01:00,69988,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 14:00:00+01:00,2021-01-10 14:30:00+01:00,71509,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 13:30:00+01:00,2021-01-10 14:00:00+01:00,73383,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 13:00:00+01:00,2021-01-10 13:30:00+01:00,75558,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 12:30:00+01:00,2021-01-10 13:00:00+01:00,78195,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 12:00:00+01:00,2021-01-10 12:30:00+01:00,78445,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 11:30:00+01:00,2021-01-10 12:00:00+01:00,77826,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 11:00:00+01:00,2021-01-10 11:30:00+01:00,77112,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 10:30:00+01:00,2021-01-10 11:00:00+01:00,76720,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 10:00:00+01:00,2021-01-10 10:30:00+01:00,76331,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 09:30:00+01:00,2021-01-10 10:00:00+01:00,75395,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 09:00:00+01:00,2021-01-10 09:30:00+01:00,74119,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 08:30:00+01:00,2021-01-10 09:00:00+01:00,72164,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 08:00:00+01:00,2021-01-10 08:30:00+01:00,71000,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 07:30:00+01:00,2021-01-10 08:00:00+01:00,69953,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 07:00:00+01:00,2021-01-10 07:30:00+01:00,68973,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 06:30:00+01:00,2021-01-10 07:00:00+01:00,68037,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 06:00:00+01:00,2021-01-10 06:30:00+01:00,67430,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 05:30:00+01:00,2021-01-10 06:00:00+01:00,66692,2023-10-23 17:38:58+02:00,FINAL
2021-01-10 05:00:00+01:00,2021-01-10 05:30:00+01:00,66706,2023-10-23 17:38:58+02:00,FINAL
